bw_req,latency_req,priority,prb_usage,queue_len,hour_of_day,prb_allocated,expected_latency,sla_ok,type_emergency,type_industry,type_normal
2.326,50,2,91.2,3,21,15,80.58,0,False,True,False
5.959,10,3,79.8,28,14,30,17.56,0,True,False,False
6.401,10,3,64.6,38,16,31,14.24,0,True,False,False
0.556,200,1,81.8,1,21,5,334.98,0,False,False,True
0.509,200,1,52.0,25,20,8,335.61,0,False,False,True
0.529,200,1,56.6,29,17,5,350.8,0,False,False,True
1.889,50,2,77.5,15,8,15,76.65,0,False,True,False
2.044,50,2,59.6,26,3,17,75.54,0,False,True,False
4.871,10,3,82.0,46,15,30,14.57,0,True,False,False
0.466,200,1,75.0,6,14,7,330.57,0,False,False,True
0.502,200,1,51.1,46,13,6,357.77,0,False,False,True
0.603,200,1,82.4,7,20,5,346.54,0,False,False,True
2.255,50,2,53.2,45,7,15,84.17,0,False,True,False
0.553,200,1,65.7,33,14,5,362.01,0,False,False,True
0.547,200,1,84.7,34,22,7,365.51,0,False,False,True
1.824,50,2,85.7,24,0,15,81.4,0,False,True,False
0.494,200,1,62.4,18,15,7,339.93,0,False,False,True
0.481,200,1,64.9,28,20,6,350.9,0,False,False,True
0.433,200,1,47.3,4,9,6,314.96,0,False,False,True
0.441,200,1,94.5,3,3,5,344.27,0,False,False,True
2.458,50,2,50.8,3,2,18,70.87,0,False,True,False
1.986,50,2,51.1,10,3,15,73.5,0,False,True,False
0.44,200,1,57.7,29,2,7,343.85,0,False,False,True
4.525,10,3,56.8,43,0,30,17.03,0,True,False,False
0.415,200,1,82.1,20,5,7,354.08,0,False,False,True
0.422,200,1,81.4,42,21,5,378.51,0,False,False,True
0.402,200,1,44.5,32,19,8,334.32,0,False,False,True
0.558,200,1,44.5,7,1,5,317.75,0,False,False,True
2.224,50,2,43.8,41,10,15,77.8,0,False,True,False
1.995,50,2,95.8,40,12,15,89.28,0,False,True,False
4.841,10,3,40.0,14,15,31,14.55,0,True,False,False
0.432,200,1,61.6,25,4,5,350.49,0,False,False,True
2.513,50,2,71.9,30,23,17,78.13,0,False,True,False
2.208,50,2,61.3,38,5,15,84.84,0,False,True,False
0.4,200,1,76.3,35,9,5,366.32,0,False,False,True
0.549,200,1,55.0,47,8,5,364.61,0,False,False,True
2.159,50,2,94.1,18,18,17,84.24,0,False,True,False
2.197,50,2,49.1,27,4,15,79.57,0,False,True,False
0.617,200,1,46.8,26,9,6,338.33,0,False,False,True
4.315,10,3,42.7,47,17,30,17.07,0,True,False,False
4.226,10,3,93.0,46,15,30,13.59,0,True,False,False
1.762,50,2,62.8,25,18,15,77.36,0,False,True,False
0.546,200,1,53.8,6,20,9,313.07,0,False,False,True
1.756,50,2,53.1,2,3,17,71.21,0,False,True,False
0.649,200,1,95.8,41,13,7,385.51,0,False,False,True
0.41,200,1,43.4,1,16,9,309.26,0,False,False,True
0.552,200,1,69.8,25,17,5,358.71,0,False,False,True
2.196,50,2,88.9,39,10,15,90.11,0,False,True,False
0.511,200,1,44.6,39,16,6,352.73,0,False,False,True
0.61,200,1,77.0,49,5,5,380.53,0,False,False,True
0.583,200,1,86.0,5,17,6,343.25,0,False,False,True
0.533,200,1,43.1,28,23,6,342.3,0,False,False,True
0.561,200,1,89.5,40,3,5,382.31,0,False,False,True
0.427,200,1,71.9,16,23,5,347.85,0,False,False,True
0.405,200,1,60.3,25,6,5,345.37,0,False,False,True
0.614,200,1,93.1,5,15,8,343.9,0,False,False,True
4.765,10,3,57.9,27,5,30,16.18,0,True,False,False
4.717,10,3,41.6,18,8,31,10.21,0,True,False,False
1.991,50,2,94.8,6,21,15,85.86,0,False,True,False
0.561,200,1,66.0,29,13,5,353.71,0,False,False,True
0.634,200,1,63.4,22,3,6,347.66,0,False,False,True
0.49,200,1,80.9,35,3,5,370.09,0,False,False,True
0.467,200,1,51.3,42,4,8,348.63,0,False,False,True
0.638,200,1,46.1,34,10,7,343.46,0,False,False,True
0.553,200,1,91.8,45,1,5,388.51,0,False,False,True
1.761,50,2,50.8,29,1,16,79.67,0,False,True,False
0.437,200,1,64.7,32,23,5,361.38,0,False,False,True
2.087,50,2,87.6,25,7,16,80.01,0,False,True,False
2.002,50,2,63.6,2,16,16,77.67,0,False,True,False
1.9,50,2,63.3,31,17,16,85.0,0,False,True,False
2.484,50,2,43.4,5,21,21,69.41,0,False,True,False
0.567,200,1,85.7,30,22,7,360.05,0,False,False,True
0.439,200,1,96.0,34,12,5,379.42,0,False,False,True
2.347,50,2,63.5,44,23,16,83.16,0,False,True,False
0.607,200,1,80.0,30,21,7,360.83,0,False,False,True
0.587,200,1,72.5,4,9,5,337.9,0,False,False,True
2.49,50,2,80.0,16,22,16,78.41,0,False,True,False
0.479,200,1,51.2,4,14,7,318.34,0,False,False,True
2.268,50,2,53.5,5,20,18,75.94,0,False,True,False
0.472,200,1,83.9,18,3,6,349.3,0,False,False,True
0.599,200,1,82.6,48,13,5,381.79,0,False,False,True
1.666,50,2,85.6,19,7,15,88.0,0,False,True,False
2.317,50,2,54.3,10,23,18,77.84,0,False,True,False
0.582,200,1,87.4,42,8,6,374.76,0,False,False,True
0.547,200,1,59.8,38,20,5,362.18,0,False,False,True
2.44,50,2,61.7,17,8,15,83.43,0,False,True,False
0.579,200,1,73.0,13,3,5,340.35,0,False,False,True
0.508,200,1,84.8,15,8,5,356.17,0,False,False,True
0.561,200,1,93.5,17,21,7,350.8,0,False,False,True
0.58,200,1,90.2,38,5,7,372.33,0,False,False,True
0.401,200,1,47.8,16,5,6,333.7,0,False,False,True
0.601,200,1,44.1,43,23,6,355.32,0,False,False,True
0.593,200,1,47.7,3,15,6,321.43,0,False,False,True
2.251,50,2,80.8,9,5,15,81.56,0,False,True,False
1.656,50,2,46.6,24,22,15,81.66,0,False,True,False
5.827,10,3,84.9,23,7,30,11.84,0,True,False,False
0.617,200,1,81.3,32,0,5,364.04,0,False,False,True
0.627,200,1,65.5,30,0,5,352.76,0,False,False,True
2.067,50,2,73.6,36,0,15,83.38,0,False,True,False
0.518,200,1,76.9,1,13,9,320.56,0,False,False,True
0.491,200,1,85.2,14,21,5,352.12,0,False,False,True
2.429,50,2,82.0,41,18,16,88.1,0,False,True,False
0.407,200,1,75.8,48,15,5,376.48,0,False,False,True
2.501,50,2,79.7,42,9,15,90.03,0,False,True,False
6.024,10,3,80.0,15,20,32,14.82,0,True,False,False
0.512,200,1,81.9,46,22,7,376.96,0,False,False,True
0.41,200,1,41.0,32,10,5,344.53,0,False,False,True
5.975,10,3,61.4,17,19,30,17.54,0,True,False,False
0.635,200,1,52.5,26,21,5,345.83,0,False,False,True
0.61,200,1,94.2,14,23,5,359.42,0,False,False,True
1.676,50,2,76.2,9,2,15,80.67,0,False,True,False
2.293,50,2,52.4,46,22,15,89.68,0,False,True,False
0.586,200,1,68.0,13,3,5,344.96,0,False,False,True
2.184,50,2,60.9,12,21,16,75.68,0,False,True,False
0.647,200,1,94.5,3,1,7,343.5,0,False,False,True
0.406,200,1,75.8,30,14,5,360.91,0,False,False,True
0.577,200,1,79.9,33,3,5,372.03,0,False,False,True
1.983,50,2,80.5,42,23,16,88.21,0,False,True,False
0.489,200,1,49.4,7,15,9,315.38,0,False,False,True
0.582,200,1,85.1,43,17,7,381.42,0,False,False,True
2.568,50,2,63.6,40,3,15,87.87,0,False,True,False
5.616,10,3,56.7,11,11,30,16.09,0,True,False,False
6.288,10,3,93.2,32,9,31,18.45,0,True,False,False
0.636,200,1,90.7,44,23,7,385.72,0,False,False,True
0.646,200,1,52.7,37,10,6,349.98,0,False,False,True
2.262,50,2,85.2,30,22,17,85.73,0,False,True,False
0.447,200,1,61.8,29,17,5,349.18,0,False,False,True
1.992,50,2,91.1,19,11,17,80.81,0,False,True,False
0.411,200,1,71.7,22,6,5,353.69,0,False,False,True
2.5,50,2,85.0,48,15,16,92.21,0,False,True,False
0.524,200,1,47.3,25,12,8,333.56,0,False,False,True
0.62,200,1,91.0,29,1,5,372.59,0,False,False,True
0.469,200,1,70.3,9,17,8,326.52,0,False,False,True
1.938,50,2,64.4,7,17,15,75.48,0,False,True,False
2.514,50,2,48.8,19,2,15,79.78,0,False,True,False
0.622,200,1,96.8,19,4,7,363.85,0,False,False,True
1.984,50,2,45.3,35,14,15,78.02,0,False,True,False
2.067,50,2,87.7,48,10,15,87.39,0,False,True,False
4.688,10,3,73.9,14,13,32,16.33,0,True,False,False
0.621,200,1,50.6,48,23,5,362.24,0,False,False,True
0.478,200,1,75.6,46,1,5,381.17,0,False,False,True
0.468,200,1,85.9,30,21,5,369.88,0,False,False,True
2.579,50,2,72.6,13,21,15,76.35,0,False,True,False
2.301,50,2,82.8,26,21,15,80.85,0,False,True,False
0.611,200,1,88.0,42,20,5,384.17,0,False,False,True
0.593,200,1,82.1,16,7,5,357.56,0,False,False,True
1.97,50,2,94.5,25,6,15,89.56,0,False,True,False
0.595,200,1,88.5,3,0,8,340.44,0,False,False,True
2.197,50,2,93.1,41,1,15,91.52,0,False,True,False
0.562,200,1,86.2,42,5,5,385.78,0,False,False,True
2.481,50,2,83.8,32,14,15,89.58,0,False,True,False
0.536,200,1,82.1,49,22,7,376.97,0,False,False,True
0.54,200,1,55.1,17,0,5,341.25,0,False,False,True
0.406,200,1,66.1,47,20,5,378.88,0,False,False,True
5.527,10,3,62.4,46,9,31,12.53,0,True,False,False
0.51,200,1,82.0,15,11,5,351.77,0,False,False,True
0.584,200,1,95.7,24,5,6,366.63,0,False,False,True
2.572,50,2,77.3,17,20,15,79.31,0,False,True,False
0.595,200,1,66.2,2,19,5,328.85,0,False,False,True
0.475,200,1,53.5,44,6,8,354.43,0,False,False,True
0.575,200,1,95.0,41,4,5,382.51,0,False,False,True
0.617,200,1,50.2,1,3,6,314.56,0,False,False,True
4.701,10,3,63.6,46,21,30,20.11,0,True,False,False
0.474,200,1,54.1,21,18,7,333.95,0,False,False,True
1.607,50,2,69.4,34,22,15,86.52,0,False,True,False
0.583,200,1,66.3,18,14,7,342.98,0,False,False,True
0.542,200,1,76.6,41,4,6,375.17,0,False,False,True
0.516,200,1,52.7,43,15,6,356.77,0,False,False,True
5.829,10,3,66.8,10,23,32,17.51,0,True,False,False
1.689,50,2,48.2,6,9,18,72.56,0,False,True,False
0.634,200,1,87.4,14,14,7,351.73,0,False,False,True
0.536,200,1,54.8,33,8,5,354.23,0,False,False,True
0.47,200,1,66.6,16,10,5,347.31,0,False,False,True
0.613,200,1,74.1,45,5,6,373.0,0,False,False,True
0.426,200,1,71.0,48,1,5,376.29,0,False,False,True
2.031,50,2,43.0,5,4,19,66.07,0,False,True,False
2.141,50,2,89.6,13,19,15,78.71,0,False,True,False
2.258,50,2,83.7,15,9,15,79.35,0,False,True,False
2.47,50,2,75.6,9,13,17,76.64,0,False,True,False
0.596,200,1,71.5,10,13,8,333.09,0,False,False,True
0.538,200,1,58.9,9,2,5,327.9,0,False,False,True
0.522,200,1,76.2,41,3,7,372.29,0,False,False,True
4.338,10,3,56.5,16,13,31,14.32,0,True,False,False
2.583,50,2,52.4,47,23,17,84.26,0,False,True,False
1.958,50,2,40.1,26,5,15,82.95,0,False,True,False
1.705,50,2,72.1,24,10,15,79.41,0,False,True,False
0.432,200,1,59.2,43,6,5,369.24,0,False,False,True
5.096,10,3,76.0,12,23,30,15.64,0,True,False,False
0.436,200,1,73.9,13,15,5,345.53,0,False,False,True
2.159,50,2,46.8,38,7,15,77.34,0,False,True,False
0.449,200,1,67.3,20,9,5,350.57,0,False,False,True
0.649,200,1,54.5,6,9,6,328.2,0,False,False,True
2.149,50,2,65.9,23,4,16,81.81,0,False,True,False
0.62,200,1,82.2,39,22,6,371.37,0,False,False,True
0.47,200,1,89.8,15,12,5,354.47,0,False,False,True
0.526,200,1,71.8,48,1,7,375.41,0,False,False,True
2.445,50,2,66.7,14,13,15,81.38,0,False,True,False
0.618,200,1,49.7,39,1,5,357.81,0,False,False,True
0.6,200,1,71.5,31,11,5,365.99,0,False,False,True
0.41,200,1,92.8,32,19,5,370.74,0,False,False,True
0.637,200,1,51.4,45,0,7,360.02,0,False,False,True
0.644,200,1,74.6,31,15,6,360.3,0,False,False,True
0.621,200,1,62.1,45,11,7,360.18,0,False,False,True
0.439,200,1,47.3,41,9,8,344.88,0,False,False,True
0.609,200,1,43.7,46,13,7,350.37,0,False,False,True
0.541,200,1,68.6,28,20,7,349.53,0,False,False,True
0.566,200,1,68.6,17,5,7,342.94,0,False,False,True
0.498,200,1,88.3,42,12,5,379.63,0,False,False,True
0.629,200,1,50.8,48,23,7,363.25,0,False,False,True
2.523,50,2,76.3,34,18,15,82.38,0,False,True,False
0.538,200,1,91.6,20,22,5,363.29,0,False,False,True
0.502,200,1,81.6,10,1,5,344.91,0,False,False,True
0.475,200,1,78.5,12,16,5,347.46,0,False,False,True
0.622,200,1,70.1,21,9,5,353.46,0,False,False,True
1.965,50,2,79.6,1,9,17,76.02,0,False,True,False
0.628,200,1,45.9,10,11,7,322.88,0,False,False,True
1.716,50,2,88.3,43,20,15,85.79,0,False,True,False
0.638,200,1,65.7,39,22,5,366.97,0,False,False,True
0.532,200,1,41.0,39,21,7,341.65,0,False,False,True
0.5,200,1,59.2,35,8,5,361.48,0,False,False,True
1.66,50,2,94.3,19,1,16,82.01,0,False,True,False
0.528,200,1,46.2,13,0,7,325.64,0,False,False,True
1.869,50,2,72.1,41,1,15,85.89,0,False,True,False
4.166,10,3,56.3,14,12,32,10.42,0,True,False,False
2.408,50,2,61.0,13,22,15,80.52,0,False,True,False
6.376,10,3,52.5,7,19,32,17.23,0,True,False,False
0.402,200,1,73.3,11,2,6,340.88,0,False,False,True
0.413,200,1,86.4,13,9,5,356.56,0,False,False,True
2.333,50,2,68.3,24,22,15,79.97,0,False,True,False
0.407,200,1,76.8,44,11,5,379.9,0,False,False,True
2.495,50,2,93.4,7,12,15,76.48,0,False,True,False
0.558,200,1,67.1,33,15,7,359.94,0,False,False,True
0.499,200,1,46.5,4,18,7,314.44,0,False,False,True
0.494,200,1,57.5,25,12,5,350.84,0,False,False,True
0.63,200,1,63.3,4,19,8,317.34,0,False,False,True
0.55,200,1,76.8,41,17,6,370.69,0,False,False,True
2.477,50,2,46.9,36,3,15,81.96,0,False,True,False
0.612,200,1,94.4,35,14,7,375.82,0,False,False,True
5.319,10,3,93.8,11,22,31,14.87,0,True,False,False
0.632,200,1,81.3,45,2,5,382.95,0,False,False,True
0.504,200,1,78.8,17,8,5,353.97,0,False,False,True
0.606,200,1,81.5,17,17,5,348.65,0,False,False,True
1.933,50,2,54.8,27,12,15,76.89,0,False,True,False
0.444,200,1,47.5,35,3,5,353.97,0,False,False,True
1.791,50,2,81.3,20,14,17,81.83,0,False,True,False
0.569,200,1,81.4,41,16,5,381.44,0,False,False,True
2.576,50,2,53.0,6,6,15,72.97,0,False,True,False
2.593,50,2,53.1,41,2,15,86.81,0,False,True,False
0.524,200,1,66.9,5,20,5,329.26,0,False,False,True
0.487,200,1,95.4,4,19,6,347.62,0,False,False,True
1.981,50,2,40.4,48,22,16,84.74,0,False,True,False
1.895,50,2,93.2,9,6,15,81.75,0,False,True,False
0.636,200,1,93.9,41,19,5,389.59,0,False,False,True
0.519,200,1,84.2,24,8,5,360.28,0,False,False,True
0.467,200,1,65.8,43,12,5,374.42,0,False,False,True
5.252,10,3,76.2,10,6,31,9.3,1,True,False,False
2.398,50,2,84.5,42,5,17,83.5,0,False,True,False
1.842,50,2,61.5,25,23,16,76.34,0,False,True,False
4.903,10,3,72.5,18,4,30,18.6,0,True,False,False
0.568,200,1,85.8,40,11,5,377.78,0,False,False,True
0.439,200,1,60.1,22,16,5,346.23,0,False,False,True
1.77,50,2,48.0,33,14,15,80.48,0,False,True,False
1.96,50,2,77.0,21,15,16,79.04,0,False,True,False
6.131,10,3,51.7,6,5,32,10.64,0,True,False,False
0.402,200,1,52.3,30,21,8,341.56,0,False,False,True
0.452,200,1,53.0,12,0,8,322.74,0,False,False,True
2.546,50,2,78.6,8,19,15,77.76,0,False,True,False
2.264,50,2,72.0,33,14,15,80.91,0,False,True,False
0.461,200,1,56.8,5,2,9,314.52,0,False,False,True
0.44,200,1,91.6,42,15,5,388.66,0,False,False,True
0.544,200,1,50.6,11,21,5,324.56,0,False,False,True
4.559,10,3,65.1,44,22,32,11.06,0,True,False,False
4.358,10,3,80.6,40,5,32,11.25,0,True,False,False
0.534,200,1,76.6,36,22,7,363.92,0,False,False,True
2.381,50,2,80.6,37,10,15,90.05,0,False,True,False
4.95,10,3,87.8,48,20,30,18.06,0,True,False,False
0.453,200,1,53.1,37,0,7,353.11,0,False,False,True
6.07,10,3,71.0,27,12,30,17.31,0,True,False,False
0.462,200,1,80.6,9,7,8,336.21,0,False,False,True
2.403,50,2,82.1,43,6,15,91.67,0,False,True,False
6.001,10,3,61.8,3,0,31,14.03,0,True,False,False
0.414,200,1,96.2,4,2,7,346.16,0,False,False,True
1.786,50,2,41.8,37,4,15,84.96,0,False,True,False
0.44,200,1,63.6,29,4,5,354.5,0,False,False,True
0.574,200,1,88.6,18,9,5,354.63,0,False,False,True
2.172,50,2,94.3,22,13,15,88.25,0,False,True,False
0.572,200,1,95.4,6,21,5,352.81,0,False,False,True
1.959,50,2,52.5,22,14,15,80.54,0,False,True,False
0.408,200,1,63.6,26,12,5,348.67,0,False,False,True
2.131,50,2,82.7,30,17,17,81.79,0,False,True,False
0.647,200,1,78.1,38,21,5,367.76,0,False,False,True
4.138,10,3,59.9,42,2,30,10.41,0,True,False,False
0.548,200,1,80.3,6,10,6,343.34,0,False,False,True
0.502,200,1,91.1,42,23,5,382.9,0,False,False,True
0.493,200,1,95.4,29,2,5,378.67,0,False,False,True
2.356,50,2,78.9,44,10,15,85.19,0,False,True,False
1.785,50,2,41.2,2,23,20,71.31,0,False,True,False
0.648,200,1,91.8,18,20,5,356.69,0,False,False,True
0.552,200,1,66.5,49,0,5,374.5,0,False,False,True
5.519,10,3,60.9,34,19,30,14.03,0,True,False,False
0.601,200,1,45.1,31,20,7,335.57,0,False,False,True
1.834,50,2,45.1,20,1,16,72.9,0,False,True,False
0.554,200,1,52.8,41,19,5,359.52,0,False,False,True
5.731,10,3,65.8,40,20,31,13.44,0,True,False,False
2.019,50,2,40.7,25,16,16,74.51,0,False,True,False
0.436,200,1,58.5,45,15,6,361.74,0,False,False,True
5.998,10,3,43.6,32,3,30,17.27,0,True,False,False
0.509,200,1,59.4,48,17,6,365.83,0,False,False,True
0.561,200,1,92.5,26,18,5,372.01,0,False,False,True
2.125,50,2,53.8,33,9,15,85.88,0,False,True,False
1.722,50,2,75.9,31,2,15,87.2,0,False,True,False
0.615,200,1,41.7,8,9,9,312.32,0,False,False,True
2.237,50,2,68.5,18,0,17,77.79,0,False,True,False
0.466,200,1,40.3,43,8,8,351.38,0,False,False,True
0.59,200,1,71.5,26,6,5,360.39,0,False,False,True
0.623,200,1,46.3,47,21,6,358.02,0,False,False,True
2.339,50,2,75.0,19,1,16,83.99,0,False,True,False
2.589,50,2,50.0,47,6,15,86.3,0,False,True,False
2.106,50,2,94.6,18,16,15,81.42,0,False,True,False
1.926,50,2,41.2,2,15,21,71.7,0,False,True,False
0.635,200,1,73.9,46,19,5,374.03,0,False,False,True
0.567,200,1,76.7,29,0,7,356.36,0,False,False,True
5.369,10,3,50.4,22,13,32,15.76,0,True,False,False
4.132,10,3,77.9,23,12,32,12.28,0,True,False,False
1.654,50,2,47.2,36,14,15,83.98,0,False,True,False
0.593,200,1,92.5,11,8,5,349.86,0,False,False,True
2.576,50,2,82.4,21,13,15,78.43,0,False,True,False
0.474,200,1,67.0,14,20,6,338.83,0,False,False,True
2.331,50,2,87.5,2,21,17,76.84,0,False,True,False
0.448,200,1,48.4,7,15,5,326.44,0,False,False,True
0.576,200,1,51.1,12,20,7,329.63,0,False,False,True
2.103,50,2,66.9,7,13,17,71.46,0,False,True,False
1.74,50,2,44.8,40,20,17,81.1,0,False,True,False
0.626,200,1,93.6,23,19,6,363.98,0,False,False,True
2.053,50,2,84.7,35,18,17,87.54,0,False,True,False
0.619,200,1,96.7,6,7,6,347.14,0,False,False,True
0.535,200,1,54.5,46,1,5,370.63,0,False,False,True
0.577,200,1,54.9,41,9,6,361.89,0,False,False,True
0.608,200,1,56.2,7,2,8,318.03,0,False,False,True
1.648,50,2,80.1,37,8,15,83.41,0,False,True,False
2.063,50,2,81.7,31,14,15,84.87,0,False,True,False
0.564,200,1,55.6,47,9,7,362.84,0,False,False,True
2.565,50,2,68.7,6,10,17,76.19,0,False,True,False
0.65,200,1,69.6,30,2,7,356.52,0,False,False,True
1.643,50,2,85.7,45,2,15,90.85,0,False,True,False
4.374,10,3,63.8,21,9,30,13.5,0,True,False,False
0.417,200,1,89.5,24,13,6,358.2,0,False,False,True
1.797,50,2,52.0,48,4,15,81.53,0,False,True,False
0.533,200,1,42.1,17,18,8,325.23,0,False,False,True
0.524,200,1,76.0,33,22,7,360.67,0,False,False,True
0.487,200,1,94.9,35,17,5,380.61,0,False,False,True
0.613,200,1,46.9,24,0,6,335.63,0,False,False,True
0.553,200,1,71.9,21,20,5,349.14,0,False,False,True
0.4,200,1,52.7,42,21,5,357.88,0,False,False,True
2.392,50,2,43.4,26,7,17,76.09,0,False,True,False
0.448,200,1,86.5,39,2,6,375.34,0,False,False,True
0.607,200,1,59.3,14,2,5,335.95,0,False,False,True
0.487,200,1,51.7,21,23,5,341.67,0,False,False,True
0.606,200,1,83.3,25,18,5,362.45,0,False,False,True
2.174,50,2,61.3,30,0,15,86.8,0,False,True,False
0.404,200,1,87.0,42,6,7,372.42,0,False,False,True
0.484,200,1,92.8,27,2,7,366.8,0,False,False,True
1.941,50,2,59.8,14,22,17,78.91,0,False,True,False
0.482,200,1,59.6,9,11,5,335.04,0,False,False,True
0.456,200,1,84.9,4,22,6,343.75,0,False,False,True
0.484,200,1,55.5,42,1,7,362.67,0,False,False,True
0.401,200,1,69.1,26,2,6,350.15,0,False,False,True
0.524,200,1,79.7,2,22,6,332.02,0,False,False,True
5.882,10,3,57.3,49,18,30,17.18,0,True,False,False
0.632,200,1,48.1,17,11,5,337.43,0,False,False,True
6.246,10,3,51.6,34,3,30,18.03,0,True,False,False
0.533,200,1,95.2,31,6,6,375.78,0,False,False,True
0.55,200,1,41.3,25,4,8,333.42,0,False,False,True
1.685,50,2,63.3,25,8,15,77.76,0,False,True,False
2.088,50,2,67.4,32,18,17,77.49,0,False,True,False
0.625,200,1,47.1,3,6,6,313.06,0,False,False,True
2.403,50,2,73.0,22,5,16,81.31,0,False,True,False
0.644,200,1,87.1,43,9,5,385.45,0,False,False,True
1.948,50,2,70.2,46,14,15,91.52,0,False,True,False
2.339,50,2,67.8,12,3,17,79.19,0,False,True,False
0.474,200,1,57.8,36,14,5,363.05,0,False,False,True
0.471,200,1,70.3,44,6,6,366.5,0,False,False,True
0.623,200,1,71.5,1,12,8,320.36,0,False,False,True
1.923,50,2,59.7,5,10,17,75.99,0,False,True,False
0.433,200,1,86.9,30,14,5,372.66,0,False,False,True
0.494,200,1,80.3,36,20,5,366.76,0,False,False,True
0.537,200,1,55.1,22,5,5,346.66,0,False,False,True
0.459,200,1,45.6,39,17,5,352.59,0,False,False,True
0.506,200,1,71.2,26,19,6,350.04,0,False,False,True
0.552,200,1,81.5,12,12,5,351.71,0,False,False,True
2.264,50,2,89.1,7,22,16,79.15,0,False,True,False
0.604,200,1,80.6,29,15,5,364.52,0,False,False,True
1.734,50,2,64.2,20,4,15,81.0,0,False,True,False
0.464,200,1,76.1,4,14,5,338.47,0,False,False,True
1.844,50,2,42.8,31,20,15,78.96,0,False,True,False
0.487,200,1,43.3,34,9,5,351.66,0,False,False,True
0.403,200,1,72.1,27,1,6,358.43,0,False,False,True
1.883,50,2,57.0,15,12,15,79.72,0,False,True,False
4.042,10,3,90.4,30,22,31,12.73,0,True,False,False
2.194,50,2,42.0,17,10,16,78.02,0,False,True,False
0.474,200,1,54.0,17,4,5,335.45,0,False,False,True
0.505,200,1,87.4,27,3,5,371.46,0,False,False,True
5.748,10,3,83.0,13,23,30,14.19,0,True,False,False
0.42,200,1,83.6,25,15,5,357.81,0,False,False,True
2.26,50,2,40.0,2,22,19,68.41,0,False,True,False
0.573,200,1,52.7,47,23,5,363.42,0,False,False,True
0.528,200,1,92.0,5,20,8,344.35,0,False,False,True
2.107,50,2,78.9,10,1,15,77.76,0,False,True,False
0.485,200,1,52.5,36,9,5,358.68,0,False,False,True
4.545,10,3,43.0,14,12,30,12.87,0,True,False,False
6.055,10,3,51.1,49,5,30,12.76,0,True,False,False
2.11,50,2,95.8,1,3,15,79.1,0,False,True,False
5.581,10,3,70.6,28,5,30,18.89,0,True,False,False
0.622,200,1,49.9,25,5,8,338.02,0,False,False,True
0.576,200,1,65.5,37,0,7,353.89,0,False,False,True
0.594,200,1,43.2,8,7,7,312.89,0,False,False,True
2.341,50,2,43.1,49,5,15,89.11,0,False,True,False
1.7,50,2,65.0,29,5,17,80.31,0,False,True,False
0.477,200,1,88.8,29,10,5,373.31,0,False,False,True
0.534,200,1,63.7,48,7,5,370.04,0,False,False,True
5.278,10,3,71.7,4,17,32,14.81,0,True,False,False
0.471,200,1,58.9,27,8,7,343.83,0,False,False,True
0.457,200,1,58.6,23,13,5,347.44,0,False,False,True
0.479,200,1,72.4,15,5,6,341.25,0,False,False,True
0.551,200,1,80.6,5,15,6,342.26,0,False,False,True
4.956,10,3,42.0,27,6,31,10.35,0,True,False,False
5.61,10,3,86.4,12,6,30,10.73,0,True,False,False
0.462,200,1,72.9,44,16,6,376.94,0,False,False,True
2.37,50,2,74.1,1,3,17,78.9,0,False,True,False
0.456,200,1,46.8,43,6,7,355.72,0,False,False,True
0.414,200,1,64.4,11,16,5,339.41,0,False,False,True
2.536,50,2,53.5,7,4,19,71.12,0,False,True,False
0.535,200,1,95.5,28,17,5,369.47,0,False,False,True
1.773,50,2,51.0,6,11,20,68.92,0,False,True,False
0.62,200,1,43.8,28,14,8,338.52,0,False,False,True
0.41,200,1,48.6,21,6,8,329.52,0,False,False,True
0.488,200,1,44.9,26,23,6,340.03,0,False,False,True
0.448,200,1,72.1,39,2,6,368.26,0,False,False,True
0.585,200,1,43.2,47,16,6,358.64,0,False,False,True
0.461,200,1,87.8,11,10,5,353.39,0,False,False,True
0.495,200,1,64.1,23,3,7,345.05,0,False,False,True
2.521,50,2,54.2,44,14,15,87.26,0,False,True,False
5.118,10,3,76.1,26,6,30,18.06,0,True,False,False
1.78,50,2,79.6,47,9,15,87.55,0,False,True,False
1.614,50,2,85.4,34,18,15,86.92,0,False,True,False
0.576,200,1,84.0,27,11,5,366.52,0,False,False,True
0.429,200,1,59.6,47,16,5,365.85,0,False,False,True
0.604,200,1,72.3,26,17,7,352.25,0,False,False,True
4.094,10,3,76.7,30,17,30,18.56,0,True,False,False
0.47,200,1,74.8,8,18,5,336.5,0,False,False,True
2.011,50,2,86.6,25,14,15,80.3,0,False,True,False
0.463,200,1,43.9,19,10,5,336.56,0,False,False,True
0.633,200,1,67.0,40,1,6,367.88,0,False,False,True
2.467,50,2,59.4,42,3,16,84.65,0,False,True,False
2.429,50,2,80.1,40,19,15,83.33,0,False,True,False
4.236,10,3,59.5,34,11,30,16.95,0,True,False,False
0.638,200,1,83.0,30,3,5,368.95,0,False,False,True
0.59,200,1,43.6,2,23,10,303.95,0,False,False,True
0.46,200,1,85.5,17,8,5,357.84,0,False,False,True
2.163,50,2,74.2,1,8,19,72.59,0,False,True,False
0.581,200,1,68.0,38,22,7,363.4,0,False,False,True
0.475,200,1,92.4,10,1,5,353.1,0,False,False,True
0.567,200,1,51.0,12,18,7,329.35,0,False,False,True
1.944,50,2,62.9,29,11,16,84.19,0,False,True,False
